palabra,peso,ciudad
espejo,0.024390243902439025,Armenia
dicho,0.024390243902439025,Armenia
cualquier,0.024390243902439025,Armenia
da,0.024390243902439025,Armenia
pipijerbe,0.024390243902439025,Armenia
corto,0.024390243902439025,Armenia
vez,0.024390243902439025,Armenia
pues,0.024390243902439025,Armenia
altura,0.024390243902439025,Armenia
nuca,0.024390243902439025,Armenia
xddddddd,0.024390243902439025,Armenia
ivanduque,0.024390243902439025,Armenia
mandan,0.024390243902439025,Armenia
decir,0.024390243902439025,Armenia
mamas,0.024390243902439025,Armenia
volverlo,0.024390243902439025,Armenia
luto,0.024390243902439025,Armenia
viejo,0.024390243902439025,Armenia
luego,0.024390243902439025,Armenia
burribe,0.024390243902439025,Armenia
caracolradio,0.024390243902439025,Armenia
garethsella,0.024390243902439025,Armenia
